Date,Open,High,Low,Close,Volume
20-May-16,36.05,36.72,35.88,36.5,34311031
19-May-16,36.94,37.23,36.67,37.02,7096480
18-May-16,37.09,37.5,36.89,37.24,8465904
17-May-16,37.44,37.7,37.25,37.27,11335505
16-May-16,37.03,37.79,36.88,37.48,16976456
13-May-16,36.91,37.07,36.38,36.48,10996727
12-May-16,37.39,37.51,36.79,37.03,11169187
11-May-16,37.28,37.63,37.2,37.37,9997359
10-May-16,37.17,37.58,37.14,37.44,7171353
9-May-16,36.97,37.35,36.92,37.18,6149115
6-May-16,36.55,37.31,36.49,37.23,9208343
5-May-16,37.06,37.45,36.86,36.94,13699177
4-May-16,35.81,36.09,35.74,36,9649269
3-May-16,36.25,36.41,35.91,36.01,8774971
2-May-16,36.65,36.74,36.32,36.53,6581891
29-Apr-16,36.51,36.98,36.15,36.6,11954114
28-Apr-16,36.84,37.44,36.51,36.59,13148503
27-Apr-16,37.52,37.59,36.63,36.95,16391163
26-Apr-16,37.32,37.54,36.91,37.11,10059564
25-Apr-16,37.47,37.54,37.18,37.23,9823457
22-Apr-16,37.5,38.09,37.16,37.48,9071816
21-Apr-16,37.92,38.12,37.35,37.67,11633739
20-Apr-16,37.1,38.18,37,37.84,30758921
19-Apr-16,36.46,36.73,36.11,36.33,20014080
18-Apr-16,36.24,37,35.88,36.52,17723026
15-Apr-16,37.13,37.15,36.42,36.51,19016188
14-Apr-16,37.47,37.5,36.85,37.17,16608991
13-Apr-16,36.94,37.35,36.9,37.31,17158703
12-Apr-16,36.65,36.83,36.28,36.66,10439369
11-Apr-16,36.38,36.84,36.32,36.48,13709569
8-Apr-16,36.85,36.92,35.62,36.07,20251112
7-Apr-16,35.86,37.25,35.72,36.17,38653774
6-Apr-16,36.4,37,36.31,36.66,19418583
5-Apr-16,36.7,36.92,36.22,36.41,12439202
4-Apr-16,36.55,37.5,36.54,37.02,20203233
1-Apr-16,36.54,36.88,36.31,36.48,13650354
31-Mar-16,36.51,37.02,36.5,36.81,18666216
30-Mar-16,36.61,37.28,36.44,36.56,19836459
29-Mar-16,35.05,36.43,35.01,36.32,23166544
28-Mar-16,35.39,35.45,34.62,35.23,12976815
24-Mar-16,34.45,34.86,33.93,34.86,14101549
23-Mar-16,35.43,35.7,34.71,34.8,12192595
22-Mar-16,34.68,35.61,34.68,35.41,11272275
21-Mar-16,35,36.1,35,35.47,13279376
18-Mar-16,34.54,35.21,34.38,35.17,20488334
17-Mar-16,33.88,34.55,33.87,34.28,9334078
16-Mar-16,33.03,34.08,33,34.01,10975697
15-Mar-16,33.32,33.46,33.11,33.26,10672318
14-Mar-16,33.75,34.08,33.51,33.58,7960303
11-Mar-16,33.29,33.86,32.84,33.81,11682714
10-Mar-16,33.59,33.6,32.09,32.82,19451953
9-Mar-16,33.09,33.52,32.78,33.51,12647144
8-Mar-16,33.66,33.82,32.84,32.93,21007332
7-Mar-16,33.68,34.38,33.59,33.96,22923982
4-Mar-16,32.91,33.93,32.76,33.86,22915205
3-Mar-16,32.71,33.21,32.42,32.88,11355589
2-Mar-16,32.81,33.24,32.77,32.91,10458566
1-Mar-16,32.04,32.85,32.04,32.8,14833638
29-Feb-16,31.31,32.46,31.31,31.79,19208698
26-Feb-16,31.68,31.9,31.22,31.37,16680156
25-Feb-16,30.74,31.36,30.24,31.36,19842342
24-Feb-16,30.41,31.12,29.8,30.95,12612029
23-Feb-16,31.2,31.38,30.5,30.67,16847456
22-Feb-16,30.65,31.21,30.39,31.17,21455295
19-Feb-16,30.19,30.23,29.7,30.04,20706072
18-Feb-16,29.56,30.14,29.39,29.42,15259369
17-Feb-16,29.47,29.66,29.06,29.37,12891554
16-Feb-16,27.98,29.44,27.94,29.28,20127286
12-Feb-16,27.12,27.32,26.72,27.04,12986151
11-Feb-16,26.46,26.97,26.15,26.76,11154923
10-Feb-16,27.11,27.81,26.84,27.1,8933601
9-Feb-16,26.64,27.69,26.51,26.82,13919057
8-Feb-16,27.61,27.97,26.48,27.05,24473574
5-Feb-16,29.06,29.14,27.72,27.97,16077452
4-Feb-16,27.91,29.23,27.71,29.15,28516992
3-Feb-16,28.45,28.61,26.57,27.68,55527649
2-Feb-16,29.32,30.23,28.13,29.06,34088167
1-Feb-16,29.27,29.78,28.79,29.57,12865755
29-Jan-16,29.1,29.51,28.51,29.51,18718334
28-Jan-16,30.59,30.63,28.6,28.75,15420511
27-Jan-16,29.9,30.53,29.44,29.69,13269873
26-Jan-16,29.76,30.19,29.62,29.98,11422624
25-Jan-16,29.96,30.39,29.66,29.78,23095495
22-Jan-16,29.97,30.52,29.31,29.75,16272093
21-Jan-16,28.75,29.8,28.19,29.31,16073930
20-Jan-16,28.98,29.11,27.44,28.78,20455096
19-Jan-16,29.84,30,29.31,29.74,20036365
15-Jan-16,29.28,29.77,28.58,29.14,17352014
14-Jan-16,29.69,30.57,28.71,30.32,14995662
13-Jan-16,30.89,31.17,29.32,29.44,16593732
12-Jan-16,30.58,30.97,30.21,30.69,13198495
11-Jan-16,30.65,30.75,29.74,30.17,17140122
8-Jan-16,30.51,31.54,30,30.63,26322780
7-Jan-16,30.97,31.19,30.02,30.16,21209071
6-Jan-16,31.67,32.46,31.6,32.16,16047757
5-Jan-16,31.55,32.32,31.53,32.2,14301076
4-Jan-16,32.12,32.35,31.14,31.4,25176155
31-Dec-15,33.22,33.68,33.18,33.26,7423271
30-Dec-15,33.85,34.04,33.35,33.37,5933634
29-Dec-15,33.63,34.17,33.6,34.04,12621892
28-Dec-15,33.9,33.91,33.35,33.6,11020755
24-Dec-15,34.19,34.74,34.1,34.11,3470658
23-Dec-15,34.24,34.58,33.99,34.45,13469154
22-Dec-15,32.99,34.21,32.97,34.19,15531275
21-Dec-15,33.12,33.3,32.69,32.96,9106706
18-Dec-15,33.1,33.63,32.87,32.95,16921825
17-Dec-15,33.81,34.08,33.11,33.23,13243513
16-Dec-15,33.15,33.88,32.91,33.78,12689442
15-Dec-15,32.53,33.39,32.5,33.03,16187259
14-Dec-15,32.94,33.27,32.21,32.59,15949567
11-Dec-15,34.01,34.15,32.82,32.91,14936195
10-Dec-15,34.49,34.73,33.91,34.63,16174180
9-Dec-15,35.8,35.84,33.15,34.4,45101897
8-Dec-15,34.24,34.98,34.03,34.85,19852579
7-Dec-15,34.76,34.92,34.47,34.68,12047935
4-Dec-15,34.34,35.2,34.18,34.91,16109553
3-Dec-15,35.59,35.72,34.1,34.34,17080482
2-Dec-15,35,36.39,34.77,35.65,56614011
1-Dec-15,33.87,33.89,33.47,33.71,10862528
30-Nov-15,33.03,33.83,32.85,33.81,17363644
27-Nov-15,32.79,33.08,32.44,32.94,5315555
25-Nov-15,32.77,33.52,32.75,33.16,13257985
24-Nov-15,33.09,33.19,32.61,32.96,13156391
23-Nov-15,33,33.87,32.87,33.36,11899686
20-Nov-15,32.86,33.3,32.69,33.11,12482636
19-Nov-15,33.21,33.5,32.58,32.62,13978215
18-Nov-15,32.89,33.02,32.32,32.98,10759423
17-Nov-15,33.01,33.12,32.62,32.86,10231651
16-Nov-15,32.23,32.99,32.12,32.94,10977682
13-Nov-15,32.78,33.04,32.17,32.19,10874421
12-Nov-15,33.2,33.84,33.13,33.23,14246234
11-Nov-15,34.21,34.23,33.02,33.38,11804051
10-Nov-15,33.45,34.13,33.26,33.99,11506089
9-Nov-15,34.07,34.08,33.08,33.68,13630285
6-Nov-15,34.94,35.2,33.46,34.2,16593732
5-Nov-15,35.02,35.3,34.16,35.12,15677479
4-Nov-15,34.89,35.24,34.75,35.07,17495852
3-Nov-15,35.15,35.34,34.65,34.72,12388495
2-Nov-15,35.46,35.48,35.07,35.27,15160315
30-Oct-15,35.14,35.7,35.05,35.62,17377221
29-Oct-15,34.87,35.15,34.7,35.05,10788277
28-Oct-15,34.3,35.27,34.3,35.18,15050345
27-Oct-15,34.97,35.47,33.88,34.3,26362111
26-Oct-15,33.13,33.49,33,33.4,15752355
23-Oct-15,32.65,33.36,32.24,33.17,24286346
22-Oct-15,31.26,31.9,31.21,31.67,18180546
21-Oct-15,32.06,32.43,31.01,31.12,30390422
20-Oct-15,33.49,33.59,32.77,32.83,18644884
19-Oct-15,33.26,33.63,33.18,33.5,10836776
16-Oct-15,33.64,33.86,33.16,33.37,12209312
15-Oct-15,32.42,33.49,32.4,33.48,19370910
14-Oct-15,32.28,32.49,31.77,32.09,11277424
13-Oct-15,32.56,32.82,32.32,32.34,12610538
12-Oct-15,32.71,33.02,32.55,32.86,12565796
9-Oct-15,32.35,32.69,31.99,32.52,11822124
8-Oct-15,31.79,32.5,31.73,32.37,14239441
7-Oct-15,31.31,31.99,31.21,31.87,11990979
6-Oct-15,30.79,31.18,30.66,30.96,10572781
5-Oct-15,30.8,31.2,30.35,30.85,12655008
2-Oct-15,28.62,30.71,28.43,30.71,29098539
1-Oct-15,28.95,29,28.44,28.91,14459139
30-Sep-15,28.65,29.11,28.49,28.91,17861774
29-Sep-15,28.58,29.23,27.85,28.26,41761626
28-Sep-15,29.03,29.22,27.2,27.6,49088735
25-Sep-15,29.66,29.71,28.9,29.13,11525302
24-Sep-15,29.47,29.57,28.85,29.34,18723153
23-Sep-15,30.56,30.57,29.63,29.74,12674674
22-Sep-15,30.78,30.92,30.17,30.4,15257012
21-Sep-15,31.2,31.74,30.88,31.17,18413401
18-Sep-15,30.51,30.8,30.41,30.74,20144730
17-Sep-15,31.31,31.33,30.81,30.93,16546884
16-Sep-15,31.14,31.77,30.99,31.4,22171672
15-Sep-15,29.72,31.22,29.41,31.04,25637648
14-Sep-15,30.68,30.92,30,30.32,21951514
11-Sep-15,31.09,31.43,30.63,31.43,14312099
10-Sep-15,31.35,31.59,31.03,31.15,14287579
9-Sep-15,30.4,31.8,30.35,31.52,46956972
8-Sep-15,32.2,32.83,30.86,30.9,25238458
4-Sep-15,32,32.29,31.44,31.58,13801026
3-Sep-15,31.86,32.74,31.8,32.54,13710679
2-Sep-15,32.01,32.03,31.38,31.77,15551472
1-Sep-15,31.49,32.1,31.23,31.6,19828291
31-Aug-15,32.91,32.99,32.23,32.24,13575090
28-Aug-15,33.32,33.57,32.93,33.14,9359480
27-Aug-15,33.36,33.77,32.95,33.69,18949155
26-Aug-15,32.46,32.62,31.11,32.52,25375593
25-Aug-15,32.98,33.03,31.54,31.74,15626118
24-Aug-15,29.02,32.28,29,31.31,22876922
