Date,Open,High,Low,Close,Volume
1-Apr-16,188.79,190.56,185.89,190.33,2441123
31-Mar-16,189.48,193.73,189.38,190.88,2378950
30-Mar-16,191.05,193,188.3,189.89,2733532
29-Mar-16,185.47,191.48,185.06,189.84,2517510
28-Mar-16,185.33,186,182.27,185.17,1150377
24-Mar-16,181.46,184.99,181.03,184.86,1645650
23-Mar-16,187.6,188.43,181.82,183.84,2224249
22-Mar-16,185.27,188.74,185,188.4,1570021
21-Mar-16,187.8,189.8,185.56,187.12,1598281
18-Mar-16,184.82,189.7,184.77,187.92,3243732
17-Mar-16,183.74,184.98,182.09,183.44,1777108
16-Mar-16,179.08,183.05,178.26,183.05,1897580
15-Mar-16,180.72,182.57,179.51,180.22,1626978
14-Mar-16,182.5,187.55,181.75,182.02,2734832
11-Mar-16,176.43,183.86,176.43,182.98,2843195
10-Mar-16,177,179.64,173.76,176.08,2313362
9-Mar-16,173.56,176.53,169.28,176.5,2806884
8-Mar-16,175.05,176.24,172.64,172.81,2362397
7-Mar-16,178,180,175.89,177.2,1929319
4-Mar-16,178.97,180.59,175.25,178.55,2934432
3-Mar-16,177.05,178.94,175.34,177.3,2499675
2-Mar-16,181.84,182,175.26,176.94,3074717
1-Mar-16,175.69,180.73,175.38,180.2,4183290
29-Feb-16,172.2,175.46,171.36,173.42,3942954
26-Feb-16,175.24,176.81,172.2,173.8,8871036
25-Feb-16,160.05,161.58,156,158.22,5608814
24-Feb-16,159,164.11,154.79,162.75,4531545
23-Feb-16,167.2,167.42,159.64,161.02,4021637
22-Feb-16,166.54,169.45,164.3,168.67,3080706
19-Feb-16,160,166,159.15,164.47,3050096
18-Feb-16,165.24,166,160.27,160.7,3311105
17-Feb-16,159.96,164.7,156.43,163.53,3831430
16-Feb-16,158.5,163.84,155.42,157.52,5272529
12-Feb-16,148,154.15,147.49,152.73,5583664
11-Feb-16,140.61,143.42,139.94,141.21,3063711
10-Feb-16,142.78,149.81,142.38,143.78,4123699
9-Feb-16,142.54,145.31,139.61,140.68,5245710
8-Feb-16,142.49,147.2,142.25,145.05,4149748
5-Feb-16,151.85,152.03,144.48,145.34,4112666
4-Feb-16,154.12,155.17,150.63,152.59,3096387
3-Feb-16,155.84,157.55,150.84,153.08,3433032
2-Feb-16,162.1,163,154.14,154.82,2749016
1-Feb-16,160.27,161.9,156.13,161.1,3629000
29-Jan-16,159.24,163.64,158.5,163.27,4526113
28-Jan-16,161.87,162.78,154.53,156.94,4582928
27-Jan-16,167.09,167.91,157.42,158.27,4046052
26-Jan-16,166.67,168.36,162.89,167.08,2396562
25-Jan-16,171.12,173.74,167.31,167.54,2495008
22-Jan-16,173.55,174.77,168.77,171.17,2615193
21-Jan-16,165.99,172.5,163.13,169.56,3478766
20-Jan-16,161.04,169.33,159.78,164.99,4982292
19-Jan-16,167.52,171.84,163.98,166.03,3410670
15-Jan-16,163.76,165.31,158.12,163.92,6342814
14-Jan-16,166.3,174.88,163.01,172.23,4056291
13-Jan-16,174.25,175.36,164,166.04,3929467
12-Jan-16,172.4,173.49,169.82,172.91,3039552
11-Jan-16,172,172.84,167.71,170.37,3202314
8-Jan-16,177.59,178.95,170.72,171.34,4682790
7-Jan-16,176.3,180.98,171.46,174.37,7009107
6-Jan-16,185.03,187.29,183.56,185.61,2280603
5-Jan-16,186.71,189.84,185.34,187.37,3367943
4-Jan-16,181.29,185.54,180.6,184.03,4320005
31-Dec-15,190.58,191.58,188.33,189.04,1879202
30-Dec-15,195.18,195.58,192,192.13,1319183
29-Dec-15,193.32,195.56,193.29,194.68,2041799
28-Dec-15,191.23,193.63,188.45,192.8,2208632
24-Dec-15,197.6,197.6,193.75,193.93,1073591
23-Dec-15,197.31,198.42,196.29,196.53,1422548
22-Dec-15,198.09,198.5,195.17,197.03,2028745
21-Dec-15,193.8,198.69,193.64,197.44,2710781
18-Dec-15,195.54,196.38,190.88,191.92,3514657
17-Dec-15,200.72,201.26,196.82,196.94,2744715
16-Dec-15,201.07,201.3,197.11,199.34,3275746
15-Dec-15,196,200.89,195.24,199.13,3648882
14-Dec-15,193.89,196.09,193.32,193.89,3223545
11-Dec-15,196.1,197,193.01,193.68,3662392
10-Dec-15,201.71,201.97,197.68,200.01,3126403
9-Dec-15,204,205,200.01,200.46,3368138
8-Dec-15,204.29,206.52,200.69,205.02,3930029
7-Dec-15,207.99,211.74,207.77,208.54,3426075
4-Dec-15,208,210.03,206.56,208.3,3476570
3-Dec-15,213.25,215.2,205.83,207.48,4230108
2-Dec-15,213.85,214.53,210.55,211.36,4005564
1-Dec-15,213.39,214.11,210.01,214.11,6629466
30-Nov-15,206.21,217.97,202.55,217.97,25857576
27-Nov-15,200.23,205.76,198.7,205.58,3285172
25-Nov-15,204.96,207.58,200.7,201.8,3842958
24-Nov-15,206.75,207.5,202.81,205.33,3333663
23-Nov-15,206.81,209,205.26,207.46,3631893
20-Nov-15,208.3,209.61,206.25,206.69,3743816
19-Nov-15,204.65,210.9,204.65,207.8,5383952
18-Nov-15,196.71,204.82,196.52,204.73,4514814
17-Nov-15,199.42,200,195.75,196.83,2430704
16-Nov-15,192.04,201.24,191,198.72,4201969
13-Nov-15,195.61,197.13,192.84,193.95,4071778
12-Nov-15,198.8,200.86,197.54,198.14,3150225
11-Nov-15,198.2,202.99,196.3,199.49,4531436
10-Nov-15,193.4,198.45,189.55,196.99,4350625
9-Nov-15,198.65,200.28,193.01,194.01,3995775
6-Nov-15,197.25,200.39,196.5,200.3,3783986
5-Nov-15,198.07,200.98,194.7,198.91,3933939
4-Nov-15,194.21,199.4,194.21,197.92,4705535
3-Nov-15,194.5,198.32,192.04,192.5,6045232
2-Nov-15,185.4,195.81,185.39,195.19,6592792
30-Oct-15,176.88,189.55,175.9,187.47,12551174
29-Oct-15,172.54,172.7,167.89,168.99,4716004
28-Oct-15,173.28,174.48,167.66,172.54,4853959
27-Oct-15,168.79,174.75,168.61,173.86,6500573
26-Oct-15,169.47,172.99,165.83,166.24,9095391
23-Oct-15,158.9,159.87,156.06,157.6,4195932
22-Oct-15,150.77,154.84,150.3,153.5,2126544
21-Oct-15,152.22,152.49,147.62,149.63,3045520
20-Oct-15,154.82,154.98,151.52,153.21,2963281
19-Oct-15,150.5,155.86,149.04,154.68,3948819
16-Oct-15,149.4,152.38,147.86,151,3638548
15-Oct-15,147.04,150.3,145.66,150.24,3567754
14-Oct-15,146.5,146.85,144.12,145.02,2371050
13-Oct-15,142.19,147.23,142.11,146.5,2676260
12-Oct-15,145.52,145.94,142.03,144.07,2423968
9-Oct-15,142.03,144.77,141.31,144.22,2839294
8-Oct-15,144,144.17,139.9,141.26,5520034
7-Oct-15,146,149,143.81,144.77,6780360
6-Oct-15,149.28,154.47,148.13,149.8,3164188
5-Oct-15,149.55,150.38,145.5,149.62,3717428
2-Oct-15,136.6,149.09,136.31,148.51,6124448
1-Oct-15,138.32,138.78,135.31,137.53,2994696
30-Sep-15,136.86,139.6,136.01,137.41,2614737
29-Sep-15,133.09,137.72,132.01,136.68,3374561
28-Sep-15,133.01,135.41,132.36,133.06,4032247
25-Sep-15,135.41,135.84,133.05,134.34,3502526
24-Sep-15,131.35,133.82,130.77,132.59,4834133
23-Sep-15,137.84,137.97,132.24,132.37,4557463
22-Sep-15,139.15,139.59,135.4,136.12,4404287
21-Sep-15,143.91,144.57,140.51,140.84,2876295
18-Sep-15,144.22,146,142.27,142.57,3251275
17-Sep-15,149.1,151.29,146.65,147.06,5163363
16-Sep-15,144.7,151.45,144.15,150.35,4807650
15-Sep-15,140,144.06,139.1,141.4,4420693
14-Sep-15,143.92,143.98,140.02,141.27,3783414
11-Sep-15,146.62,146.62,142.52,144.03,4898693
10-Sep-15,149.2,149.86,145.8,146.75,3695570
9-Sep-15,150.25,153.42,149.01,150.11,2867109
8-Sep-15,151.34,152.87,146.03,148.18,4888275
4-Sep-15,146.21,147.69,144.15,146,3371059
3-Sep-15,149,149.64,146.27,149.08,2968623
2-Sep-15,146.06,148.16,143.76,148.15,1929686
1-Sep-15,142.93,147.43,142.7,143.57,4532373
31-Aug-15,152.44,153.34,146.1,147.25,3361842
28-Aug-15,150.17,153.76,150,152.13,3951392
27-Aug-15,147.25,152.98,147.11,152.06,5848920
26-Aug-15,139.9,143.33,136.06,142.4,8294836
25-Aug-15,149.7,153.18,135.61,136.99,8429406
24-Aug-15,125.15,145.38,100,141.08,11142211
